title,category,multiclass,content
"Di ako aabsent "" Pacquiao",P,5,mariing itinanggi sen manny pacquiao aabsent trabaho senado paghandaan pagbabalik professional boxing lumutang balitang matapos ireserba top rank boss bob arum petsang oktubre susunod pacquiao estados unidos pacquiao sisirain pangako noong kampanya present sesyon senado pagsasabing utang taumbayan pagkakapanalo senador ever decide fight rest assured happen congress recess need go leave pagtiyak pambansang kamao sinabi naikasa pilipinas lang mag-eensayo upang gayon makadalo sesyon senado kinahapunan boxing means livelihood support family help need ani pacquiao politics vocation means eke living pagtatapos
2 riders napisak sa bus,D,1,lalaking magkaangkas motorsiklo nasawi matapos bumangga pampasaherong bus quirino highway brgy san vicente tagkawayan quezon kamakalawa gabi kinilala senior supt rhoderick armamento quezon police director nasawi sina richard braza driver backrider cyrus latog batay report tagkawayan police dakong alas- gabi binabagtas biktima highway pauwi tahanan del gallego camarines sur bumangga daewoo raymond transport abg patungo direksyon maynila naisugod tag kawayan district hospital subalit ideneklarang dead-on-arrival tinamong pinsala ulo katawan inaresto naman pulis driver bus michael malate sasampahan kaukulang kaso
2 bebot patay sa pamamaril,C,0,nasawi babae kabilang kagawad barangay makaraang pagbabarilin loob bahay da lawang lalaki tondo maynila kamakalawa kinilala biktima sina rose cons tantino brgy kagawad may-asawa anak-anakan jan kheyt garcia dead spot sanhi tama bala ulo ulat manila police district mpd -homicide division base pahayag saksi krimen bigla pumasok bahay biktima lala king nakasuot helmet hinahanap hinahanap sabi-sabing pinaputukan biktima kaanak constantino wala itong nakakaaway katunayan malapit kapitbahay kinukupkop kabataan lugar insidente cctv brgy beses nagpabalik-balik lalaking sakay motorsiklo ikatlong beses bu maba motor patuloy im bestigasyon awtoridad pagkakakilanlan suspek mabatid tunay motibo krimen
Si PDigong lang ang may ‘sey’,P,5,pangulong rodrigo digong duterte final say bigyan posisyon gabinete vice president leni robredo prerogative po pre sidente bibigyan bise presidente cabinet post communications secretary martin andanar panayam radyo bayan nauna sinabi duterte mabibigyan posisyon gabinete robredo ayaw masaktan damdamin kaibigan da ting sen ferdinand bongbong marcos jr
"Kaso vs Purisima, Napeñas ratsada na",P,5,kinatigan ombudsman conchita carpio morales pagsasampa kaso kina dating philippine national police pnp chief alan purisima special action force saf director getulio nape bunsod pagkakaladkad nawindang mamasapano operation noong enero ipinag-utos morales paghahain kaukulang kaso sandiganbayan partikular paglabag section anti-graft corrupt practices act republic act usurpation authority official function bukod kasong kriminal lumilitaw administratively liable sina purisima nape grave misconduct gross neglect duty conduct prejudicial best interest service gayunpaman nadismis purisima serbisyo noong hunyo nagretiro nape noong hulyo ipinataw alternative penalty pagbabayad multa katumbas buwang suweldo ibi nalandra accessory penalties perpetual disqualification reemployment government service forfeiture retirement benefits cancellation eligibility
"Plus P15K sa titser, inilarga sa Kamara",EC,3,madagdagan p sahod public school teachers bansa naipasa panukalang batas matagal ipinaglalaban dagdag sahod house bill inakda house deputy speaker miro quimbo bukod dagdag sahod magkakaroon ibang benepisyo public school teachers libreng buwis bagong teacher pensyon allowance provides existing salary public school teachers shall increased p per month regardless employment status position ani quimbo lumalabas across-the-board ipapatupad salary hike quimbo teaching personnel public elementary high school teachers makikinabang sakaling maisabatas kundi nagtuturo state universities colleges sucs technical vocational schools bansa sinabi mambabatas matatawaran sakripisyo guro paghubog kabataan subalit kabila kabilang government employees maliit sahod aniyang mapagtibay nasabing panukala bukod dagdag sahod magkakaroon pang benepisyo gaya libreng tax first-time teachers loob taon pag-eestablisa pension fund popondohan philippine amusement gaming corporation pagcor naman surigao del norte rep robert ace barbers bigyan p allowance kada semestre public school teachers mayroong anak nag-aaral
"JANINE, MAGPAPA-RAPE NGAYONG 2017!",E,2,bidang-diba palaban janine gutierrez mapapanood ngayong bukod sexy calendar petron kaabang-abang teleserye gma ha kuwento love triumph forgiveness handog afternoon prime series legally blind bida janine challenging mature role janine magiging biktima rape mabubulag magiging abogado tutugisin nanggahasa makakasama rito sina mikael daez rodjun cruz pati sina chanda romero lauren young marc abaya legally blind helm actor tv director ricky davao christine novicio head writer redgynn alba program manager line gma network lipad battle cry kapuso viewers something grand spectacular year launch mulawin vs ravena telefantasya biggest production gma pre sents one-of-a-kind extraordinary primetime masterpiece mulawin vs ravena headlined drama king dennis trillo making primetime offering extra special ms regine velasquez- alcasid joins first-ever full length telefantasya featuring hottest young kapuso love teams miguel tanfelix bianca umali derrick monasterio bea binene completing star-studded cast chynna ortaleza dion ignacio winwyn marquez kiko estrada roi vinzon helm ground-breaking program two gma acclaimed directors dominic zapata michael perez also head writer series helen rose sese program manager mulawin vs ravena
NCAA: LADY CHIEFS BIYAHENG F4,S,6,kinambiyo arellano university - - - panalo lyceum kahapon samahan san sebastian final four nd ncaa women volleyball filoil flying v arena san juan pinamunuan jovielyn grace prado opensa lady chiefs tinarak hits kasama kills pinagsamang points sina team captain rialen sante erica calixto mary anne esguerra sampa susunod round arellano - karta lost key players last year made sure focus playing team rely individual plays pahayag lady chiefs coach obet javier semplang - lady pirates juniors kinubra lyceum - - - - - come-from-behind win arellano panalo mawawalis junior pirates elimination round dumiretso finals bitbit thrice-to-beat advantage pakay junior pirates sikwatin sunod panalo kontra san sebastian staglets january
47 patay sa plane crash,D,1,nasawi pasahero eroplano makaraang bumagsak bansang pakistan ulat natagpuang halos masunog katawan pasahero crew pakistan international airlines flight pk military search rescue sinabi pakistani officials lumipad bayan chitral kilalang tou rist destination malapit pakistan-afghanistan border nasabing eroplano patungo sana islamabad subalit nakarating destinasyon bumagsak masunog kabundukan malapit syudad havelian abbottabad probinsya khyber-pakhtunkhwa kasama nasawi dayuhan kabilang austrian citizens chinese citizen crew kabilang namatay trahedya dating pakistani pop singer televangelist junaid jamshed sinasabing pagbagsak nagawa pang makatawag piloto control tower nawalan power makina eroplano
"Pagbuhay sa BNPP, pag-aralang mabuti",H,4,hinimok akbayan rep tom villarin ngulong rodrigo duterte ikonsidera plano nitong buhayin operasyon bataan nuclear power plant kaligtasan kalusugan pilipino pahayag villarin kasunod anunsyo energy secretary alfonso cusi binigyan go signal pangulong duterte irehabilitate bnpp villarin ling hakbang planong administrasyon mabigat panganib dala bubuhayin bnpp lalo kalusu gan publiko bansang gumagamit nuclear energy gaya japan germany umiwas rito naman nakapagtatakang pilipinas plano pang simulan i-ope rate gayong wala naman itong kapasidad i-ma nage lalo pagkakataon magkaroon aberya pag-o-operate masyadong mabigat gastos operasyon nuclear plant magkaroon aksidente lalong paghandaan pahayag villarin sinabi villarin pagre-rehabilitate pagtuunan pamahalan bagkus malaking pondo ilaan pagtiyak kaligtasan operasyon sakaling magkaroon aberya lalong pag-isipan pamahalaan samantala sinabi sanlakas secretary-ge neral atty aaron pedrosa malaking problema hatid pagbuhay bnpp kumpara pakinabang
Mga itik sinusuri vs bird flu,H,4,tinatayang ulo pato itik duck barangay himamaylan city negros occidental isinailalim pagsusuri avian influenza bird flu ulat department agriculture negros island region da-nir tig- pato itik barangays caradio-an mamba gaton su-ay upang suriin bird flu tinawag bi-annual activity bahagi umano masusing pagbabantay inisyatibo da upang matiyak poultry species ligtas avian influenza himamaylan city umanong swampy areas pinaninirahan itik pato bibe migratory bird sites nasabing lalawigan maliban kilala negros occidental gamefowl industry sabungan kayat philippine veterinary office pvo nanini guro magiging ligtas mamantini pagiging bird flu-free pro vince
"Lawin, super typhoon na!",D,1,naghahanda gobyerno pagpasok panibagong malakas bagyo inaasahang hahagupit mananalasa northern luzon pang lugar right office initiating preparedness measures response threat coming typhoon name typhoon lawin enters philippine area responsibility par bagama wala pang direktang puntirya hagupit bagyong lawin nagpapatikim pag-ulan malaking bahagi luzon metro manila isinusulat balitang unti-unti pumapasok par bagyong lawin international name haima pinakahuling data gathering philippine atmospheric geophysical astronomical services administration pagasa bagyong lawin layong silangan legazpi albay taglay lakas hangin aabot kilometro kada oras malapit gitna pagbugsong kph nakataas babala thunderstorm rainfall warning metro manila partikular las pi aque pasay gayundin malaking bahagi luzon rizal quezon tarlac nueva ecija bulacan laguna zambales extreme luzon taglay bagyo kilometer diameter malaki sasakuping diametro lawin kumpara karen mataas tiyansa pagbaha pagguho lupa lalo mababang lugar
"Pekeng gamot kontra kati, ibinabala",H,4,binigyang-babala food drugs administration fda publiko mag-ingat paggamit anti-itch anti-fungal cream mabibili merkado naman rehistrado ahensya nakasaad fda advisory - -a pirmado acting director general maria lourdes santiago rehistrado tanggapan produktong benzocaine benzalkonium chloride makesense pharma feminine anti-itch cream g benzocaine makesense pharma oral pain relief gel g miconazole nitrate makesense pharma anti-fungal cream g healthcare professionals publiko pinag-iingat nasabing produkto aniyang magdulot panganib kalusugan gagamit bukod sinabi fda pag-aangkat pagbebenta naturang produkto paglabag republic act food drug administration act
"Mapa-senior, minor sumusuko sa droga",C,0,patuloy pagsuko nasasangkot iligal droga -anyos lolo -anyos bata sumuko maco davao del norte kasabay libong drug personalities sumurender panig pamahalaan ps supt melanie hermosisima umabot sumuko lungsod maco umamin nagtutulak droga alipin ipinagbabawal gamot hepe pulisya programa lokal pamahalaan naturang lugar matustusan rehabilitasyon biktima iligal droga
Magnitude 7.1 sa New Zealand,D,1,niyanig malakas paglindol karagatang sakop new zealand nagtala magnitude lindol us geological survey usgs tumama malakas lindol kilometro hilagang-silangang bahagi karagatan wellington new zealand kilometro hilagang-silangan te araroa naganap pagyanig dagat kilometro naramdaman northland wellington north island lakas maraming residente bayan auckland daan-daang kilometro layo gitna lindol napabangon mahimbing pagtulog
